Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13_19-20-22,1,Marker OK (ID 0),0.006138,5.665,5.543,108.974,5.715
2025-11-13_19-20-23,8,Marker OK (ID 0),0.005514,5.09,4.974,78.921,6.071
2025-11-13_19-20-24,16,Marker OK (ID 0),0.005528,5.102,4.991,79.764,6.062
2025-11-13_19-20-25,24,Marker OK (ID 0),0.006155,5.681,5.564,110.643,5.705
