Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13_20-11-43,1,Marker OK (ID 0),0.02876,18.406,13.805,2579.738,6.171
2025-11-13_20-11-44,24,Marker OK (ID 0),0.028719,18.38,13.785,2460.605,6.153
