Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13_19-21-47,1,Marker OK (ID 0),0.006138,5.665,5.543,108.974,5.715
2025-11-13_19-21-48,9,Marker OK (ID 0),0.006151,5.678,5.548,109.541,5.709
2025-11-13_19-21-49,17,Marker OK (ID 0),0.005529,5.103,4.993,79.829,6.061
2025-11-13_19-21-50,25,Marker OK (ID 0),0.006155,5.681,5.564,110.675,5.705
