Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-07 22:55:20,842,Marker OK (ID 0),0.041006,20.79,12.794,1478.518,5.532
2025-11-07 22:55:21,867,Marker OK (ID 0),0.041082,20.829,12.777,1476.51,5.523
2025-11-07 22:55:22,891,Marker OK (ID 0),0.040914,20.743,18.125,2371.515,9.918
2025-11-07 22:55:25,968,Marker OK (ID 0),0.040914,20.702,12.315,1429.738,5.134
2025-11-07 22:55:28,1049,Marker OK (ID 0),0.040914,20.702,18.166,2028.949,9.949
2025-11-07 22:55:30,1113,Marker OK (ID 0),0.040914,20.743,18.166,2028.554,9.952
2025-11-07 22:55:31,1138,Marker OK (ID 0),0.0422,21.396,18.737,2393.142,10.478
2025-11-07 22:55:32,1167,Marker OK (ID 0),0.040916,20.703,18.167,2105.298,9.949
2025-11-07 22:55:40,1389,Marker OK (ID 0),0.040999,25.296,16.81,1708.394,9.453
2025-11-07 22:55:41,1418,Marker OK (ID 0),0.040914,20.702,18.288,2579.632,10.051
2025-11-07 22:55:42,1445,Marker lost - using last scale,0.040999,20.541,18.204,2985.626,9.969
2025-11-07 22:55:45,1532,Marker lost - using last scale,0.042177,25.179,19.106,1587.13,11.239
2025-11-07 22:55:52,1751,Marker OK (ID 0),0.0361,19.277,10.361,832.047,3.362
2025-11-07 22:55:53,1779,Marker OK (ID 0),0.036108,19.282,10.219,877.353,3.247
2025-11-07 22:55:55,1820,Marker OK (ID 0),0.036108,19.426,14.299,923.549,6.636
2025-11-07 22:55:56,1846,Marker OK (ID 0),0.036108,19.534,15.707,1301.6,7.819
2025-11-07 22:55:57,1873,Marker OK (ID 0),0.036171,18.339,13.637,1068.494,6.027
2025-11-07 22:55:58,1901,Marker OK (ID 0),0.035367,18.992,16.304,1305.822,8.292
2025-11-07 22:55:59,1930,Marker OK (ID 0),0.035605,18.8,15.987,1494.313,8.018
2025-11-07 22:56:00,1963,Marker OK (ID 0),0.035561,17.994,9.033,543.746,2.147
2025-11-07 22:56:01,1991,Marker OK (ID 0),0.035672,18.014,9.025,537.522,2.142
2025-11-07 22:56:02,2019,Marker OK (ID 0),0.035561,17.958,8.997,534.05,2.115
2025-11-07 22:56:03,2046,Marker OK (ID 0),0.035561,17.994,8.997,535.03,2.117
2025-11-07 22:56:04,2075,Marker OK (ID 0),0.035561,17.994,8.997,535.125,2.117
2025-11-07 22:56:05,2103,Marker OK (ID 0),0.035613,17.984,9.01,536.444,2.128
2025-11-07 22:56:06,2131,Marker OK (ID 0),0.035561,17.994,9.033,540.683,2.147
2025-11-07 22:56:07,2158,Marker OK (ID 0),0.035613,17.984,9.046,542.174,2.158
2025-11-07 22:56:08,2186,Marker OK (ID 0),0.035561,17.994,9.033,542.822,2.147
2025-11-07 22:56:09,2213,Marker OK (ID 0),0.035561,17.958,9.033,539.304,2.145
2025-11-07 22:56:10,2243,Marker OK (ID 0),0.03562,17.988,9.012,536.509,2.129
2025-11-07 22:56:11,2271,Marker OK (ID 0),0.035561,17.958,8.997,534.646,2.115
2025-11-07 22:56:12,2299,Marker OK (ID 0),0.035875,18.87,13.919,774.266,6.286
2025-11-07 22:56:13,2325,Marker OK (ID 0),0.035561,18.278,14.224,1181.364,6.52
2025-11-07 22:56:14,2349,Marker OK (ID 0),0.035561,18.243,9.388,605.293,2.459
2025-11-07 22:56:15,2374,Marker OK (ID 0),0.03562,18.059,9.083,553.068,2.193
2025-11-07 22:56:16,2399,Marker OK (ID 0),0.035561,17.994,9.033,543.578,2.147
2025-11-07 22:56:17,2426,Marker OK (ID 0),0.035561,18.029,9.033,544.518,2.149
2025-11-07 22:56:18,2452,Marker OK (ID 0),0.035561,18.065,9.068,551.633,2.181
2025-11-07 22:56:19,2477,Marker OK (ID 0),0.035561,18.029,8.961,530.224,2.089
2025-11-07 22:56:20,2503,Marker OK (ID 0),0.035561,18.065,8.89,519.364,2.032
2025-11-07 22:56:21,2530,Marker OK (ID 0),0.035561,18.065,8.89,519.337,2.032
2025-11-07 22:56:23,2554,Marker OK (ID 0),0.035547,18.093,8.887,522.472,2.031
2025-11-07 22:56:24,2579,Marker OK (ID 0),0.035561,18.243,9.21,575.626,2.311
2025-11-07 22:56:25,2605,Marker OK (ID 0),0.035561,18.207,8.997,540.609,2.131
2025-11-07 22:56:26,2629,Marker OK (ID 0),0.035561,18.207,8.961,530.023,2.101
2025-11-07 22:56:27,2654,Marker OK (ID 0),0.035561,18.207,8.961,529.535,2.101
2025-11-07 22:56:28,2677,Marker OK (ID 0),0.035561,18.207,8.926,524.829,2.072
2025-11-07 22:56:29,2700,Marker OK (ID 0),0.035561,18.172,8.961,529.277,2.099
2025-11-07 22:56:30,2723,Marker OK (ID 0),0.035561,18.136,8.961,529.136,2.096
2025-11-07 22:56:31,2747,Marker OK (ID 0),0.035561,18.136,8.961,529.182,2.096
2025-11-07 22:56:32,2772,Marker OK (ID 0),0.03562,18.166,8.976,531.53,2.111
2025-11-07 22:56:33,2797,Marker OK (ID 0),0.035561,18.385,14.224,1177.635,6.523
2025-11-07 22:56:34,2824,Marker lost - using last scale,0.038775,20.589,15.549,1914.603,7.767
2025-11-07 22:56:35,2854,Marker OK (ID 0),0.035672,19.263,16.159,1241.924,8.183
2025-11-07 22:56:36,2880,Marker OK (ID 0),0.035672,18.014,9.132,557.479,2.231
2025-11-07 22:56:39,2977,Marker lost - using last scale,0.043643,21.036,9.34,0.171,2.93
2025-11-07 22:56:40,3003,Marker lost - using last scale,0.043643,17.283,12.133,24.115,4.748
