Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13_20-15-50,678,Marker OK (ID 0),0.02901,16.884,6.73,180.431,0.353
2025-11-13_20-15-51,705,Marker OK (ID 0),0.029052,16.908,4.619,24.07,1.61
2025-11-13_20-15-52,733,Marker OK (ID 0),0.02901,16.072,6.701,181.819,0.704
2025-11-13_20-15-53,760,Marker OK (ID 0),0.02901,16.043,4.119,20.417,2.124
2025-11-13_20-15-54,787,Marker OK (ID 0),0.02897,16.861,5.041,62.894,1.267
2025-11-13_20-15-55,813,Marker OK (ID 0),0.029013,16.857,4.7,23.954,1.548
2025-11-13_20-15-56,844,Marker OK (ID 0),0.02897,16.803,4.693,25.288,1.559
2025-11-13_20-15-57,870,Marker OK (ID 0),0.029014,16.857,4.671,23.163,1.571
2025-11-13_20-15-58,896,Marker OK (ID 0),0.02897,15.992,4.143,21.145,2.113
2025-11-13_20-15-59,924,Marker OK (ID 0),0.029013,16.102,4.062,18.695,2.161
2025-11-13_20-16-00,952,Marker OK (ID 0),0.02897,16.079,4.288,26.023,1.984
2025-11-13_20-16-01,980,Marker OK (ID 0),0.029055,16.009,4.097,19.499,2.147
2025-11-13_20-16-02,1009,Marker OK (ID 0),0.029094,15.973,4.015,14.972,2.218
2025-11-13_20-16-04,1037,Marker OK (ID 0),0.029139,15.968,3.992,13.014,2.237
2025-11-13_20-16-05,1065,Marker OK (ID 0),0.029269,15.923,3.981,9.148,2.253
2025-11-13_20-16-06,1092,Marker OK (ID 0),0.029355,15.94,3.963,8.032,2.264
2025-11-13_20-16-07,1119,Marker OK (ID 0),0.029224,15.956,3.974,9.618,2.252
2025-11-13_20-16-08,1147,Marker OK (ID 0),0.029226,15.957,3.975,10.261,2.252
2025-11-13_20-16-09,1174,Marker OK (ID 0),0.029269,15.981,3.981,9.577,2.244
2025-11-13_20-16-10,1201,Marker OK (ID 0),0.029267,15.98,4.01,10.788,2.221
2025-11-13_20-16-11,1229,Marker OK (ID 0),0.029011,15.956,5.193,64.565,1.326
2025-11-13_20-16-12,1258,Marker OK (ID 0),0.029053,15.979,4.3,23.406,1.991
2025-11-13_20-16-13,1287,Marker OK (ID 0),0.029053,15.979,4.358,25.513,1.946
2025-11-13_20-16-14,1315,Marker OK (ID 0),0.029053,15.979,4.242,21.978,2.037
2025-11-13_20-16-15,1341,Marker OK (ID 0),0.029053,15.979,4.126,19.833,2.129
2025-11-13_20-16-16,1369,Marker OK (ID 0),0.029055,15.98,4.184,21.641,2.083
2025-11-13_20-16-17,1396,Marker OK (ID 0),0.029055,15.98,4.184,21.751,2.083
2025-11-13_20-16-18,1421,Marker OK (ID 0),0.029099,16.004,4.132,19.933,2.12
2025-11-13_20-16-19,1447,Marker OK (ID 0),0.029055,15.98,4.097,19.03,2.152
2025-11-13_20-16-20,1477,Marker OK (ID 0),0.02914,16.027,4.109,19.227,2.134
2025-11-13_20-16-21,1502,Marker OK (ID 0),0.029053,15.979,4.096,19.081,2.152
2025-11-13_20-16-22,1527,Marker OK (ID 0),0.029053,15.979,4.096,19.088,2.152
2025-11-13_20-16-23,1553,Marker OK (ID 0),0.029055,15.777,4.097,18.444,2.186
2025-11-13_20-16-24,1582,Marker OK (ID 0),0.029053,15.892,4.155,16.379,2.121
2025-11-13_20-16-25,1610,Marker OK (ID 0),0.029053,15.921,4.126,13.167,2.139
2025-11-13_20-16-26,1638,Marker OK (ID 0),0.029013,15.899,4.178,19.383,2.101
2025-11-13_20-16-27,1673,Marker OK (ID 0),0.029053,16.851,6.363,161.327,0.331
2025-11-13_20-16-28,1701,Marker OK (ID 0),0.029053,15.543,5.346,128.861,1.349
2025-11-13_20-16-32,1822,Marker OK (ID 0),0.029099,16.295,8.264,199.121,1.594
2025-11-13_20-16-33,1848,Marker OK (ID 0),0.029099,15.801,6.955,144.508,0.898
2025-11-13_20-16-38,1992,Marker OK (ID 0),0.029098,8.7,13.56,145.188,7.286
2025-11-13_20-16-42,2103,Marker OK (ID 0),0.029098,12.89,13.56,262.065,6.344
2025-11-13_20-16-49,2317,Marker OK (ID 0),0.029098,12.89,13.56,342.179,6.344
2025-11-13_20-16-58,2591,Marker OK (ID 0),0.02983,11.574,13.901,410.474,6.85
2025-11-13_20-16-59,2620,Marker OK (ID 0),0.029016,17.641,8.037,624.844,1.297
2025-11-13_20-17-00,2644,Marker OK (ID 0),0.029095,17.835,13.529,1111.914,5.925
2025-11-13_20-17-01,2677,Marker OK (ID 0),0.02901,17.754,7.543,417.947,0.887
2025-11-13_20-17-02,2702,Marker OK (ID 0),0.02901,17.986,7.572,672.308,0.932
2025-11-13_20-17-03,2728,Marker OK (ID 0),0.029052,17.983,7.582,607.488,0.941
2025-11-13_20-17-04,2756,Marker lost - using last scale,0.029525,14.556,6.082,0.225,1.451
2025-11-13_20-17-05,2782,Marker lost - using last scale,0.029525,16.268,7.027,198.741,0.738
2025-11-13_20-17-06,2807,Marker lost - using last scale,0.029525,16.268,7.056,201.455,0.753
2025-11-13_20-17-07,2834,Marker lost - using last scale,0.029525,16.032,6.909,225.967,0.782
2025-11-13_20-17-08,2859,Marker OK (ID 0),0.034737,18.723,8.441,464.106,1.737
2025-11-13_20-17-09,2885,Marker OK (ID 0),0.032567,17.521,7.849,389.242,1.136
2025-11-13_20-17-11,2910,Marker OK (ID 0),0.032622,17.551,7.797,380.535,1.093
2025-11-13_20-17-12,2935,Marker OK (ID 0),0.03262,17.55,7.796,380.853,1.093
2025-11-13_20-17-13,2962,Marker OK (ID 0),0.032617,17.548,7.763,376.327,1.064
2025-11-13_20-17-14,2985,Marker OK (ID 0),0.03262,17.55,7.796,380.962,1.093
2025-11-13_20-17-15,3011,Marker OK (ID 0),0.03257,17.522,7.784,379.126,1.082
2025-11-13_20-17-16,3037,Marker OK (ID 0),0.03257,17.522,7.752,374.741,1.055
2025-11-13_20-17-17,3064,Marker OK (ID 0),0.032522,17.497,7.773,377.598,1.072
2025-11-13_20-17-18,3089,Marker OK (ID 0),0.032624,17.552,7.797,381.162,1.093
2025-11-13_20-17-19,3114,Marker OK (ID 0),0.032572,17.524,7.785,378.559,1.083
2025-11-13_20-17-20,3140,Marker OK (ID 0),0.03262,17.55,7.829,389.235,1.12
2025-11-13_20-17-21,3166,Marker OK (ID 0),0.03257,17.522,7.752,375.364,1.055
2025-11-13_20-17-22,3191,Marker OK (ID 0),0.032618,17.548,7.763,376.661,1.065
2025-11-13_20-17-23,3217,Marker OK (ID 0),0.032515,17.493,7.738,374.398,1.044
2025-11-13_20-17-24,3243,Marker OK (ID 0),0.032569,17.522,7.751,374.958,1.055
2025-11-13_20-17-25,3266,Marker OK (ID 0),0.032569,17.522,9.217,619.137,2.29
2025-11-13_20-17-26,3292,Marker OK (ID 0),0.032622,17.551,7.764,376.605,1.065
2025-11-13_20-17-27,3317,Marker OK (ID 0),0.032565,17.52,7.718,370.392,1.026
2025-11-13_20-17-28,3343,Marker OK (ID 0),0.032569,19.248,9.478,680.659,2.645
2025-11-13_20-17-29,3368,Marker OK (ID 0),0.032668,17.641,7.71,374.199,1.022
2025-11-13_20-17-30,3394,Marker OK (ID 0),0.032673,17.578,7.711,372.371,1.021
2025-11-13_20-17-31,3418,Marker OK (ID 0),0.032617,17.515,7.535,192.66,0.872
2025-11-13_20-17-32,3447,Marker lost - using last scale,0.036156,11.859,14.426,205.017,7.203
2025-11-13_20-17-33,3478,Marker lost - using last scale,0.036156,8.497,10.268,0.007,5.349
2025-11-13_20-17-34,3515,Marker lost - using last scale,0.036156,11.208,10.051,1.126,4.243
2025-11-13_20-17-35,3551,Marker lost - using last scale,0.036156,11.497,12.763,66.137,6.007
2025-11-13_20-17-36,3582,Marker lost - using last scale,0.036156,11.497,14.896,236.306,7.635
2025-11-13_20-17-38,3612,Marker OK (ID 0),0.032678,17.613,7.712,282.816,1.023
2025-11-13_20-17-39,3637,Marker OK (ID 0),0.03267,17.609,7.808,383.113,1.104
2025-11-13_20-17-40,3663,Marker OK (ID 0),0.032678,17.581,7.777,378.146,1.077
2025-11-13_20-17-41,3688,Marker OK (ID 0),0.032624,18.009,11.419,448.477,4.152
2025-11-13_20-17-43,3749,Marker lost - using last scale,0.032624,15.692,9.82,461.897,2.928
2025-11-13_20-17-44,3794,Marker lost - using last scale,0.032624,16.899,9.82,403.458,2.812
2025-11-13_20-17-45,3821,Marker lost - using last scale,0.032624,17.095,9.787,374.823,2.777
2025-11-13_20-17-46,3848,Marker OK (ID 0),0.032619,17.582,7.698,367.76,1.01
2025-11-13_20-17-47,3875,Marker OK (ID 0),0.03262,17.55,7.796,381.133,1.093
2025-11-13_20-17-48,3899,Marker OK (ID 0),0.032562,17.551,7.75,374.904,1.053
2025-11-13_20-17-49,3924,Marker OK (ID 0),0.03267,17.576,7.775,378.35,1.075
2025-11-13_20-17-50,3949,Marker OK (ID 0),0.032617,17.548,7.763,376.626,1.064
2025-11-13_20-17-51,3974,Marker OK (ID 0),0.032617,17.548,9.165,595.303,2.246
2025-11-13_20-17-52,4000,Marker OK (ID 0),0.032625,17.552,7.765,377.134,1.066
2025-11-13_20-17-53,4028,Marker lost - using last scale,0.032631,13.934,15.532,1059.282,7.8
2025-11-13_20-17-54,4056,Marker lost - using last scale,0.033113,12.484,14.735,731.03,7.342
2025-11-13_20-17-55,4083,Marker OK (ID 0),0.032899,10.824,9.047,290.977,3.846
2025-11-13_20-17-56,4109,Marker OK (ID 0),0.03262,17.354,7.601,352.923,0.93
2025-11-13_20-17-57,4133,Marker OK (ID 0),0.03262,17.354,7.601,353.185,0.93
2025-11-13_20-17-58,4159,Marker OK (ID 0),0.03262,17.289,7.568,347.369,0.906
2025-11-13_20-18-00,4185,Marker OK (ID 0),0.03262,17.354,7.601,353.123,0.93
2025-11-13_20-18-01,4210,Marker OK (ID 0),0.03262,17.778,9.297,629.633,2.36
2025-11-13_20-18-02,4237,Marker OK (ID 0),0.03262,18.006,7.796,132.471,1.119
2025-11-13_20-18-03,4263,Marker OK (ID 0),0.032622,17.029,7.862,118.021,1.17
2025-11-13_20-18-04,4288,Marker OK (ID 0),0.032565,16.576,7.555,94.407,0.993
2025-11-13_20-18-05,4314,Marker OK (ID 0),0.03262,17.158,7.601,350.327,0.942
2025-11-13_20-18-06,4340,Marker OK (ID 0),0.032569,17.327,7.589,362.389,0.921
2025-11-13_20-18-07,4365,Marker OK (ID 0),0.03262,17.387,7.633,369.334,0.956
2025-11-13_20-18-08,4391,Marker OK (ID 0),0.03262,17.419,7.601,365.832,0.928
2025-11-13_20-18-09,4416,Marker OK (ID 0),0.03262,17.354,7.601,364.299,0.93
2025-11-13_20-18-10,4442,Marker OK (ID 0),0.03262,17.354,7.633,368.652,0.957
2025-11-13_20-18-21,4786,Marker OK (ID 0),0.03287,16.928,5.226,13.029,1.108
2025-11-13_20-18-22,4814,Marker OK (ID 0),0.032819,16.902,5.317,15.183,1.037
2025-11-13_20-18-23,4840,Marker OK (ID 0),0.032819,16.902,5.317,15.171,1.037
2025-11-13_20-18-24,4868,Marker OK (ID 0),0.03287,16.928,5.325,15.259,1.027
2025-11-13_20-18-25,4896,Marker OK (ID 0),0.032809,16.897,5.184,12.021,1.146
2025-11-13_20-18-56,5821,Marker OK (ID 0),0.032809,14.567,14.239,327.052,6.67
2025-11-13_20-19-04,6066,Marker OK (ID 0),0.032809,13.321,14.239,388.946,6.821
2025-11-13_20-19-10,6231,Marker OK (ID 0),0.032809,15.552,9.351,109.166,2.576
2025-11-13_20-19-11,6258,Marker lost - using last scale,0.032809,8.793,15.748,1072.034,8.835
2025-11-13_20-19-12,6287,Marker lost - using last scale,0.032809,20.998,15.748,1489.056,7.971
2025-11-13_20-19-13,6312,Marker lost - using last scale,0.032809,10.991,15.748,953.097,8.392
2025-11-13_20-19-14,6338,Marker lost - using last scale,0.032809,12.369,15.748,992.535,8.17
2025-11-13_20-19-15,6363,Marker lost - using last scale,0.032809,8.957,15.748,787.532,8.799
2025-11-13_20-19-16,6388,Marker lost - using last scale,0.032809,19.882,12.271,280.066,4.994
2025-11-13_20-19-17,6410,Marker lost - using last scale,0.032809,8.432,8.826,328.226,4.758
2025-11-13_20-19-18,6437,Marker lost - using last scale,0.032809,13.091,12.468,207.2,5.453
2025-11-13_20-19-19,6462,Marker lost - using last scale,0.032809,13.058,12.435,909.364,5.433
2025-11-13_20-19-20,6490,Marker lost - using last scale,0.032809,12.927,13.157,799.021,6.02
2025-11-13_20-19-21,6514,Marker lost - using last scale,0.032809,20.998,14.436,817.767,6.893
2025-11-13_20-19-22,6537,Marker lost - using last scale,0.032809,20.998,11.779,831.35,4.752
2025-11-13_20-19-23,6560,Marker lost - using last scale,0.032809,20.998,2.953,0.363,3.425
2025-11-13_20-19-24,6584,Marker lost - using last scale,0.032809,20.998,7.152,57.503,1.76
2025-11-13_20-19-25,6610,Marker lost - using last scale,0.032809,10.401,15.748,1107.276,8.5
2025-11-13_20-19-26,6638,Marker lost - using last scale,0.032809,12.336,15.748,1235.906,8.175
2025-11-13_20-19-27,6663,Marker lost - using last scale,0.032809,7.152,10.761,48.752,6.113
2025-11-13_20-19-28,6690,Marker lost - using last scale,0.032809,12.5,6.234,161.137,2.401
2025-11-13_20-19-29,6716,Marker lost - using last scale,0.032809,20.998,15.748,1227.59,7.971
2025-11-13_20-19-30,6739,Marker lost - using last scale,0.032809,13.288,15.748,1157.926,8.049
2025-11-13_20-19-31,6762,Marker lost - using last scale,0.032809,14.764,15.748,1135.725,7.902
2025-11-13_20-19-32,6784,Marker lost - using last scale,0.032809,20.998,15.748,1125.292,7.971
2025-11-13_20-19-33,6810,Marker lost - using last scale,0.032809,20.998,10.729,274.466,3.936
2025-11-13_20-19-34,6835,Marker lost - using last scale,0.032809,20.998,15.748,1224.514,7.971
2025-11-13_20-19-35,6859,Marker lost - using last scale,0.032809,18.669,15.748,349.864,7.813
2025-11-13_20-19-36,6880,Marker lost - using last scale,0.032809,20.44,9.055,177.956,2.572
2025-11-13_20-19-37,6904,Marker OK (ID 0),0.031746,7.714,12.571,236.027,6.933
2025-11-13_20-19-38,6928,Marker OK (ID 0),0.0318,9.635,12.752,332.894,6.472
2025-11-13_20-19-39,6955,Marker OK (ID 0),0.031746,8.984,12.667,279.823,6.601
2025-11-13_20-19-40,6980,Marker OK (ID 0),0.031746,10.064,12.73,368.162,6.34
2025-11-13_20-19-41,7010,Marker OK (ID 0),0.031746,9.016,12.857,328.249,6.719
2025-11-13_20-19-42,7035,Marker OK (ID 0),0.0318,9.063,12.784,309.294,6.656
2025-11-13_20-19-44,7059,Marker lost - using last scale,0.031651,15.699,15.193,122.68,7.375
2025-11-13_20-19-45,7084,Marker lost - using last scale,0.031651,16.617,15.193,872.981,7.337
2025-11-13_20-19-46,7108,Marker lost - using last scale,0.031651,14.085,15.193,508.328,7.505
2025-11-13_20-19-47,7133,Marker lost - using last scale,0.031651,20.257,15.193,644.813,7.443
2025-11-13_20-19-48,7156,Marker lost - using last scale,0.031651,20.257,15.193,1032.626,7.443
2025-11-13_20-19-49,7180,Marker lost - using last scale,0.031651,10.825,15.193,919.718,7.99
2025-11-13_20-19-50,7204,Marker lost - using last scale,0.031651,11.648,15.193,895.341,7.841
2025-11-13_20-19-51,7228,Marker lost - using last scale,0.031651,20.257,15.193,588.195,7.443
2025-11-13_20-19-52,7250,Marker lost - using last scale,0.031651,12.471,15.193,410.215,7.709
2025-11-13_20-19-53,7274,Marker lost - using last scale,0.031651,12.692,15.193,446.906,7.677
2025-11-13_20-19-54,7296,Marker lost - using last scale,0.031651,20.257,15.193,890.06,7.443
2025-11-13_20-19-55,7320,Marker lost - using last scale,0.031651,20.257,15.193,505.048,7.443
2025-11-13_20-19-56,7343,Marker lost - using last scale,0.031651,10.951,15.193,307.448,7.966
2025-11-13_20-19-57,7366,Marker lost - using last scale,0.031651,15.794,15.193,296.079,7.37
2025-11-13_20-19-58,7389,Marker lost - using last scale,0.031651,20.257,15.193,813.319,7.443
2025-11-13_20-19-59,7417,Marker lost - using last scale,0.031651,11.711,15.193,731.202,7.83
2025-11-13_20-20-00,7442,Marker lost - using last scale,0.031651,20.257,15.193,689.356,7.443
2025-11-13_20-20-01,7466,Marker lost - using last scale,0.031651,20.257,15.193,707.045,7.443
2025-11-13_20-20-02,7490,Marker lost - using last scale,0.031651,20.257,15.193,606.261,7.443
2025-11-13_20-20-03,7515,Marker lost - using last scale,0.031651,20.257,15.193,798.332,7.443
2025-11-13_20-20-04,7539,Marker lost - using last scale,0.031651,20.257,15.193,793.247,7.443
2025-11-13_20-20-05,7565,Marker lost - using last scale,0.031651,10.16,15.193,570.413,8.122
2025-11-13_20-20-06,7592,Marker lost - using last scale,0.031651,20.257,15.193,768.842,7.443
2025-11-13_20-20-07,7617,Marker lost - using last scale,0.031651,20.257,15.193,775.305,7.443
2025-11-13_20-20-08,7640,Marker lost - using last scale,0.031651,20.257,15.193,784.966,7.443
2025-11-13_20-20-09,7664,Marker lost - using last scale,0.031651,20.257,15.193,795.371,7.443
2025-11-13_20-20-10,7691,Marker lost - using last scale,0.031651,9.907,15.193,717.248,8.175
2025-11-13_20-20-11,7719,Marker lost - using last scale,0.031651,10.382,15.193,763.025,8.077
2025-11-13_20-20-12,7747,Marker lost - using last scale,0.031651,20.257,15.193,732.061,7.443
2025-11-13_20-20-13,7772,Marker lost - using last scale,0.031651,12.281,15.193,804.545,7.738
2025-11-13_20-20-14,7797,Marker lost - using last scale,0.031651,20.257,15.193,901.632,7.443
2025-11-13_20-20-15,7824,Marker lost - using last scale,0.031651,10.097,15.193,869.541,8.135
2025-11-13_20-20-16,7851,Marker lost - using last scale,0.031651,10.034,15.193,941.68,8.148
2025-11-13_20-20-17,7879,Marker lost - using last scale,0.031651,10.16,15.193,973.521,8.122
2025-11-13_20-20-18,7906,Marker lost - using last scale,0.031651,15.161,15.034,800.744,7.278
2025-11-13_20-20-19,7931,Marker lost - using last scale,0.031651,10.413,14.591,561.446,7.614
2025-11-13_20-20-20,7961,Marker lost - using last scale,0.031651,10.382,14.845,512.964,7.812
2025-11-13_20-20-21,7989,Marker lost - using last scale,0.031651,10.572,14.845,561.262,7.773
2025-11-13_20-20-22,8020,Marker lost - using last scale,0.031651,10.888,14.686,524.241,7.588
2025-11-13_20-20-23,8047,Marker lost - using last scale,0.031651,10.445,14.781,707.82,7.751
2025-11-13_20-20-24,8078,Marker lost - using last scale,0.031651,18.484,15.193,1161.408,7.34
2025-11-13_20-20-26,8105,Marker lost - using last scale,0.031651,20.257,15.193,1234.879,7.443
2025-11-13_20-20-27,8129,Marker lost - using last scale,0.031651,20.257,15.193,916.595,7.443
2025-11-13_20-20-28,8154,Marker lost - using last scale,0.031651,20.257,15.193,1063.226,7.443
2025-11-13_20-20-29,8178,Marker lost - using last scale,0.031651,15.383,15.193,1119.827,7.395
2025-11-13_20-20-30,8201,Marker lost - using last scale,0.031651,20.257,15.193,1087.864,7.443
2025-11-13_20-20-31,8225,Marker lost - using last scale,0.031651,20.257,13.927,604.033,6.395
2025-11-13_20-20-32,8247,Marker lost - using last scale,0.031651,14.465,14.053,472.06,6.528
2025-11-13_20-20-33,8271,Marker lost - using last scale,0.031651,20.257,15.193,881.665,7.443
2025-11-13_20-20-34,8294,Marker lost - using last scale,0.031651,15.541,15.193,228.492,7.385
2025-11-13_20-20-35,8321,Marker lost - using last scale,0.031651,15.288,15.193,522.727,7.401
2025-11-13_20-20-36,8347,Marker lost - using last scale,0.031651,9.78,15.193,643.455,8.202
2025-11-13_20-20-37,8372,Marker lost - using last scale,0.031651,8.831,15.193,1245.529,8.416
2025-11-13_20-20-38,8402,Marker lost - using last scale,0.031651,20.257,15.193,1435.255,7.443
2025-11-13_20-20-39,8427,Marker lost - using last scale,0.031651,15.066,10.73,55.241,3.749
2025-11-13_20-20-40,8451,Marker OK (ID 0),0.034394,22.012,16.509,705.937,8.706
2025-11-13_20-20-41,8474,Marker OK (ID 0),0.030943,19.803,14.853,1198.166,7.124
2025-11-13_20-20-42,8499,Marker OK (ID 0),0.034338,21.976,16.276,1657.565,8.511
2025-11-13_20-20-43,8523,Marker OK (ID 0),0.034396,22.013,16.51,1538.223,8.707
2025-11-13_20-20-44,8546,Marker OK (ID 0),0.034396,22.013,16.51,1620.155,8.707
2025-11-13_20-20-45,8570,Marker OK (ID 0),0.030935,19.799,14.849,1191.294,7.121
2025-11-13_20-20-46,8592,Marker OK (ID 0),0.034396,22.013,16.51,1670.085,8.707
2025-11-13_20-20-47,8617,Marker OK (ID 0),0.030935,19.799,14.849,1186.387,7.121
2025-11-13_20-20-48,8639,Marker OK (ID 0),0.034396,22.013,16.51,1633.858,8.707
2025-11-13_20-20-49,8662,Marker OK (ID 0),0.034396,22.013,16.51,1630.619,8.707
2025-11-13_20-20-50,8685,Marker OK (ID 0),0.030935,19.799,14.849,1216.355,7.121
2025-11-13_20-20-51,8707,Marker OK (ID 0),0.034396,22.013,16.51,1782.548,8.707
2025-11-13_20-20-52,8731,Marker OK (ID 0),0.034388,22.009,16.506,1614.008,8.703
2025-11-13_20-20-53,8754,Marker lost - using last scale,0.033889,12.471,16.267,638.46,8.574
2025-11-13_20-20-54,8777,Marker lost - using last scale,0.033889,15.284,16.267,1066.007,8.298
2025-11-13_20-20-55,8801,Marker OK (ID 0),0.030377,19.441,14.581,894.854,6.873
2025-11-13_20-20-57,8828,Marker lost - using last scale,0.031836,15.122,15.122,729.494,7.354
2025-11-13_20-20-58,8855,Marker lost - using last scale,0.031836,13.403,10.41,96.086,3.833
2025-11-13_20-20-59,8880,Marker OK (ID 0),0.034524,22.095,16.571,1235.094,8.766
2025-11-13_20-21-00,8904,Marker OK (ID 0),0.031183,17.338,14.469,366.778,6.715
2025-11-13_20-21-01,8927,Marker OK (ID 0),0.034682,22.196,16.3,1637.459,8.558
2025-11-13_20-21-02,8951,Marker OK (ID 0),0.034518,22.091,16.568,351.747,8.764
2025-11-13_20-21-03,8975,Marker lost - using last scale,0.031081,19.892,14.919,1086.639,7.186
2025-11-13_20-21-04,8999,Marker OK (ID 0),0.030945,19.805,9.067,241.394,2.428
2025-11-13_20-21-05,9026,Marker OK (ID 0),0.034459,17.023,16.265,1646.312,8.231
2025-11-13_20-21-06,9054,Marker OK (ID 0),0.034408,7.329,13.867,234.192,7.885
2025-11-13_20-21-07,9084,Marker OK (ID 0),0.034456,7.339,14.23,309.507,8.126
2025-11-13_20-21-08,9113,Marker lost - using last scale,0.034459,15.782,16.54,490.223,8.5
2025-11-13_20-21-09,9150,Marker OK (ID 0),0.034408,7.329,10.873,61.458,6.101
2025-11-13_20-21-10,9180,Marker OK (ID 0),0.034705,8.086,15.166,639.044,8.578
2025-11-13_20-21-11,9210,Marker OK (ID 0),0.031191,7.174,13.412,414.817,7.635
2025-11-13_20-21-12,9237,Marker lost - using last scale,0.034676,22.193,16.194,464.226,8.471
2025-11-13_20-21-13,9259,Marker lost - using last scale,0.034676,22.193,16.645,775.679,8.838
2025-11-13_20-21-14,9285,Marker lost - using last scale,0.034676,22.193,16.194,732.117,8.471
2025-11-13_20-21-15,9309,Marker OK (ID 0),0.034506,22.084,16.183,3195.581,8.449
2025-11-13_20-21-16,9333,Marker OK (ID 0),0.034435,22.038,16.529,3413.736,8.725
2025-11-13_20-21-17,9358,Marker OK (ID 0),0.034495,22.077,15.557,2221.104,7.939
2025-11-13_20-21-19,9382,Marker OK (ID 0),0.034495,19.076,15.799,1929.88,7.872
2025-11-13_20-21-20,9407,Marker OK (ID 0),0.034365,21.994,15.842,2190.806,8.16
2025-11-13_20-21-21,9432,Marker OK (ID 0),0.034566,22.122,16.246,2214.876,8.505
2025-11-13_20-21-22,9456,Marker OK (ID 0),0.034447,14.675,10.885,109.534,3.934
2025-11-13_20-21-23,9479,Marker OK (ID 0),0.034442,22.043,16.532,3301.318,8.728
2025-11-13_20-21-24,9504,Marker OK (ID 0),0.034512,22.088,16.566,3613.413,8.761
2025-11-13_20-21-25,9529,Marker OK (ID 0),0.034436,22.039,16.529,3797.06,8.726
2025-11-13_20-21-26,9555,Marker OK (ID 0),0.034484,13.897,10.552,78.875,3.824
2025-11-13_20-21-27,9580,Marker OK (ID 0),0.034442,22.043,16.532,3572.792,8.728
2025-11-13_20-21-28,9604,Marker OK (ID 0),0.034318,21.964,12.32,490.532,5.349
2025-11-13_20-21-29,9629,Marker OK (ID 0),0.034545,13.438,10.225,58.726,3.691
2025-11-13_20-21-30,9654,Marker OK (ID 0),0.03449,21.384,16.555,2646.072,8.674
2025-11-13_20-21-31,9678,Marker OK (ID 0),0.034484,22.069,16.552,3098.903,8.748
2025-11-13_20-21-32,9704,Marker OK (ID 0),0.034436,13.327,10.021,51.762,3.575
2025-11-13_20-21-33,9730,Marker OK (ID 0),0.034436,13.43,9.952,51.103,3.5
2025-11-13_20-21-34,9754,Marker OK (ID 0),0.034554,21.009,16.586,1524.78,8.663
2025-11-13_20-21-35,9782,Marker OK (ID 0),0.034503,13.456,8.212,13.473,2.412
2025-11-13_20-21-36,9810,Marker OK (ID 0),0.034512,20.604,16.566,1773.034,8.611
2025-11-13_20-21-37,9836,Marker OK (ID 0),0.034444,20.356,16.533,1555.903,8.564
2025-11-13_20-21-38,9864,Marker OK (ID 0),0.0345,21.424,16.56,1450.838,8.682
